1	0	-1	1.000000	0.990000	1.000000
0	0	0	1.000000	0.990000	1.000000
1	2	1	1.000000	0.999900	1.000000
2	0	1	1.000000	0.999900	1.010000
0	0	0	1.000000	0.999900	1.010000
2	0	1	1.000000	0.999900	1.020100
2	0	1	1.000000	0.999900	1.030301
0	0	0	1.000000	0.999900	1.030301
2	0	1	1.000000	0.999900	1.040604
2	0	1	1.000000	0.999900	1.051010
1	0	-1	1.000000	0.989901	1.051010
2	0	1	1.000000	0.989901	1.061520
1	1	0	1.000000	0.989901	1.061520
1	2	1	1.000000	0.999800	1.061520
0	0	0	1.000000	0.999800	1.061520
1	2	1	1.000000	1.009798	1.061520
0	2	-1	0.990000	1.009798	1.061520
2	1	-1	0.990000	1.009798	1.050905
0	0	0	0.990000	1.009798	1.050905
1	0	-1	0.990000	0.999700	1.050905
2	0	1	0.990000	0.999700	1.061414
2	0	1	0.990000	0.999700	1.072028
2	2	0	0.990000	0.999700	1.072028
1	0	-1	0.990000	0.989703	1.072028
2	1	-1	0.990000	0.989703	1.061308
2	0	1	0.990000	0.989703	1.071921
0	1	1	0.999900	0.989703	1.071921
1	0	-1	0.999900	0.979806	1.071921
0	0	0	0.999900	0.979806	1.071921
2	2	0	0.999900	0.979806	1.071921
1	0	-1	0.999900	0.970008	1.071921
2	0	1	0.999900	0.970008	1.082640
2	0	1	0.999900	0.970008	1.093467
2	1	-1	0.999900	0.970008	1.082532
1	0	-1	0.999900	0.960308	1.082532
1	0	-1	0.999900	0.950705	1.082532
0	0	0	0.999900	0.950705	1.082532
0	1	1	1.009899	0.950705	1.082532
2	1	-1	1.009899	0.950705	1.071707
2	0	1	1.009899	0.950705	1.082424
0	1	1	1.019998	0.950705	1.082424
2	0	1	1.019998	0.950705	1.093248
0	1	1	1.030198	0.950705	1.093248
1	1	0	1.030198	0.950705	1.093248
1	0	-1	1.030198	0.941198	1.093248
2	0	1	1.030198	0.941198	1.104180
0	1	1	1.040500	0.941198	1.104180
1	0	-1	1.040500	0.931786	1.104180
2	0	1	1.040500	0.931786	1.115222
1	0	-1	1.040500	0.922468	1.115222
2	0	1	1.040500	0.922468	1.126374
2	0	1	1.040500	0.922468	1.137638
1	1	0	1.040500	0.922468	1.137638
1	0	-1	1.040500	0.913243	1.137638
0	2	-1	1.030095	0.913243	1.137638
1	0	-1	1.030095	0.904111	1.137638
1	1	0	1.030095	0.904111	1.137638
0	0	0	1.030095	0.904111	1.137638
2	1	-1	1.030095	0.904111	1.126262
2	2	0	1.030095	0.904111	1.126262
0	2	-1	1.019794	0.904111	1.126262
2	0	1	1.019794	0.904111	1.137524
2	1	-1	1.019794	0.904111	1.126149
2	0	1	1.019794	0.904111	1.137411
0	0	0	1.019794	0.904111	1.137411
1	2	1	1.019794	0.913152	1.137411
0	0	0	1.019794	0.913152	1.137411
2	1	-1	1.019794	0.913152	1.126036
0	2	-1	1.009596	0.913152	1.126036
2	1	-1	1.009596	0.913152	1.114776
1	2	1	1.009596	0.922283	1.114776
2	2	0	1.009596	0.922283	1.114776
1	1	0	1.009596	0.922283	1.114776
1	0	-1	1.009596	0.913061	1.114776
0	0	0	1.009596	0.913061	1.114776
0	2	-1	0.999500	0.913061	1.114776
0	0	0	0.999500	0.913061	1.114776
2	0	1	0.999500	0.913061	1.125924
0	2	-1	0.989505	0.913061	1.125924
0	2	-1	0.979610	0.913061	1.125924
1	2	1	0.979610	0.922191	1.125924
0	0	0	0.979610	0.922191	1.125924
2	0	1	0.979610	0.922191	1.137183
1	0	-1	0.979610	0.912969	1.137183
0	0	0	0.979610	0.912969	1.137183
1	0	-1	0.979610	0.903840	1.137183
2	0	1	0.979610	0.903840	1.148555
1	0	-1	0.979610	0.894801	1.148555
1	0	-1	0.979610	0.885853	1.148555
0	0	0	0.979610	0.885853	1.148555
2	0	1	0.979610	0.885853	1.160041
0	0	0	0.979610	0.885853	1.160041
2	0	1	0.979610	0.885853	1.171641
0	2	-1	0.969814	0.885853	1.171641
2	0	1	0.969814	0.885853	1.183357
0	0	0	0.969814	0.885853	1.183357
2	0	1	0.969814	0.885853	1.195191
0	1	1	0.979512	0.885853	1.195191
1	0	-1	0.979512	0.876995	1.195191
1	0	-1	0.979512	0.868225	1.195191
1	0	-1	0.979512	0.859542	1.195191
0	0	0	0.979512	0.859542	1.195191
1	0	-1	0.979512	0.850947	1.195191
1	0	-1	0.979512	0.842438	1.195191
0	0	0	0.979512	0.842438	1.195191
2	0	1	0.979512	0.842438	1.207143
